PROVIDER_NUMBER,PROGRAM_NAME,PROGRAM_UMBRELLA,PROGRAM_STREET_ADDRESS1,PROGRAM_STREET_ADDRESS2,PROGRAM_CITY,PROGRAM_ZIPCODE,PROGRAM_PHONE,LICENSING_REGION,SUBSIDY_REGION,PROGRAM_TYPE,LICENSED_FUNDED,LICENSED_PROVIDER_STATUS,FUNDED_PROVIDER_STATUS,REGULATORY_STATUS,FIRST_ISSUED_DATE,LICENSED_CAPACITY,INFANT_BIRTH15MO,INFANTTODDLER_BIRTH33MO,TODDLER_15MO33MO,TODDLERPRESCHOOL_15MOK,PRESCHOOL_33MOK,PRESCHOOLSA_33MO8YR,KINDERGARTEN,KINDERGARTEN_SCHOOLAGE,SCHOOLAGE_5YR14YR,MULTIAGEGROUP_BIRTH14YR,VOUCHER_CONTRACT,C3_ATTESTATION,COI_CAT,SNAPSHOT_DATE,FULL_ADDRESS,Latitude,Longitude
P-248689,Saint John Paul II Catholic Academy @ Columbia,Archdiocese of Boston Schools,790 Columbia Road,,Dorchester,02125,(617) 265-0019,Metro Boston,Region 6,Private School,Funded,,Current,,2020-08-26,141,,,,,60,,26,,55,,true,,Low,2026-03-03,"790 Columbia Road, Dorchester, MA 02125",42.320193220368,-71.058275531148
P-248697,St. Columbkille Partnership School,Archdiocese of Boston Schools,25 Arlington Street,,Brighton,02135,(617) 254-3110,Metro Boston,Region 6,Private School,Funded,,Current,,2020-07-17,298,,,,,51,,29,,218,,true,,Low,2026-03-03,"25 Arlington Street, Brighton, MA 02135",42.35217598491,-71.153465341752
P-248751,"Santana nunez, Rosario",,"130 Brookway Road, apt 421",,Roslindale,02131,(617) 820-1036,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-09-15,8,,,,,,,,,,,true,,Very Low,2026-03-03,"130 Brookway Road, apt 421, Roslindale, MA 02131",42.292710446469,-71.119521716964
P-248779,"Castillo De Falcon, Luisa",,584 Harvard St,,Mattapan,02126,(857) 243-4243,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2020-11-09,10,,,,,,,,,,,true,,Low,2026-03-03,"584 Harvard St, Mattapan, MA 02126",42.285080148294,-71.096932539603
P-248810,"Rodriguez, Aracelis",,"110 Harrishof Street, apt. 1",,Dorchester,02121,(857) 237-1907,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2020-05-29,10,,,,,,,,,,,true,,Low,2026-03-03,"110 Harrishof Street, apt. 1, Dorchester, MA 02121",42.317049523927,-71.089551984867
P-248824,"Encarnacion Segura, Francelis",,78 Callender St Apt 1,,Boston,02124,(857) 385-9063,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2026-01-12,6,,,,,,,,,,,false,,Very Low,2026-03-03,"78 Callender St Apt 1, Boston, MA 02124",42.288548664971,-71.081972149702
P-248956,"Smith, Teena",,31 Astoria Street,,Mattapan,02126,(617) 594-9585,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-01-25,8,,,,,,,,,,,true,,Very Low,2026-03-03,"31 Astoria Street, Mattapan, MA 02126",42.280100059055,-71.087105928978
P-249167,"Joseph, Margalie",,37 Duke Street Apt 1,,Mattapan,02126,(617) 223-7805,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2023-03-10,6,,,,,,,,,,,true,,Low,2026-03-03,"37 Duke Street Apt 1, Mattapan, MA 02126",42.281266410979,-71.094249466512
P-249416,Children's Center @ Western Avenue,Campus Child Care Inc.,114 Western Avenue,,Allston,02134,(857) 320-2866,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2019-12-16,84,21,,27,,36,,,,,,true,,Low,2026-03-03,"114 Western Avenue, Allston, MA 02134",,
P-249448,"Cruz Martinez, Victoria",,16 Leslie St,,Boston,02121,(857) 498-9067,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-01-27,6,,,,,,,,,,,true,,Low,2026-03-03,"16 Leslie St, Boston, MA 02121",42.295508914335,-71.058705613047
P-249642,"Avila, Ivelisse",,41 Richmere Rd,,Mattapan,02126,(857) 800-3871,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-12-06,10,,,,,,,,,,,true,,Very Low,2026-03-03,"41 Richmere Rd, Mattapan, MA 02126",42.269411285676,-71.101282207947
P-249763,St.Theresa School,Archdiocese of Boston Schools,40 Saint Theresa Avenue,,West Roxbury,02132,(617) 323-1050,Metro Boston,Region 6,Private School,Funded,,Current,,2019-12-24,140,,,,,140,,,,,,true,,High,2026-03-03,"40 Saint Theresa Avenue, West Roxbury, MA 02132",42.277798775103,-71.157913508173
P-249767,South Boston Catholic Academy,Archdiocese of Boston Schools,866 East Broadway,,South Boston,02127,(781) 401-0689,Metro Boston,Region 6,Private School,Funded,,Funding Renewal In Progress,,2019-12-24,232,,,,,85,,40,,100,,true,,Very High,2026-03-03,"866 East Broadway, South Boston, MA 02127",42.335786253494,-71.029311742888
P-249768,Sacred Heart School,Archdiocese of Boston Schools,1035 Canterbury Street,,Roslindale,02131,(617) 323-2500,Metro Boston,Region 6,Private School,Funded,,Funding Renewal In Progress,,2020-01-30,112,,,,,43,,16,,53,,true,,Moderate,2026-03-03,"1035 Canterbury Street, Roslindale, MA 02131",42.278375088114,-71.121374157364
P-250010,"Lora, Dolly",,17 Avila RD,,Hyde Park,02136,(857) 308-9844,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2021-08-19,10,,,,,,,,,,,true,,Low,2026-03-03,"17 Avila RD, Hyde Park, MA 02136",42.25556977554,-71.127336452155
P-250059,"Villar Rodriguez, Carolin",,"10 Corwin Street, Suite # 1",,Dorchester,02122,(857) 492-6860,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2020-11-06,10,,,,,,,,,,,true,,Very Low,2026-03-03,"10 Corwin Street, Suite # 1, Dorchester, MA 02122",42.30173831358,-71.062045389859
P-250071,"Feliz, Juana",,15 Rector Road #1,,Mattapan,02126,(857) 544-1956,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-07-23,10,,,,,,,,,,,true,,Very Low,2026-03-03,"15 Rector Road #1, Mattapan, MA 02126",42.265584064496,-71.09963096801
P-250135,Stone House Early Learning Center,Stone House Inc.,1 Westminster Ave,,Roxbury,02119,(781) 400-0755,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2022-07-07,43,14,9,,9,11,,,,,,true,,Very Low,2026-03-03,"1 Westminster Ave, Roxbury, MA 02119",42.316949574744,-71.097062159418
P-250204,"Pujols, Liliam",,22 Ames Street,,Dorchester,02124,(617) 216-4242,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-11-29,6,,,,,,,,,,,true,,Very Low,2026-03-03,"22 Ames Street, Dorchester, MA 02124",42.290096336277,-71.086125789147
P-250243,"Pimentel, Emely",,139 Washington Street Apt 1,,Dorchester,02121,(857) 272-7241,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-09-20,8,,,,,,,,,,,true,,Very Low,2026-03-03,"139 Washington Street Apt 1, Dorchester, MA 02121",42.304740952287,-71.079806781454
P-250264,"Ramirez, Griselt",,18 B Laurel Street,,Roxbury,02119,(617) 704-1853,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-07-12,6,,,,,,,,,,,true,,Very Low,2026-03-03,"18 B Laurel Street, Roxbury, MA 02119",42.320215369345,-71.084969713264
P-250388,"Hurtado Amparo, Norka",,23 Mount lda Rd Apt 1,,Boston,02122,(617) 821-5093,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-11-15,10,,,,,,,,,,,true,,Very Low,2026-03-03,"23 Mount lda Rd Apt 1, Boston, MA 02122",42.306506410267,-71.065336332308
P-250636,"Santana Pimentel, Dolores",,54 Lithgow St # 2,,Dorchester,02124,(857) 424-9951,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-07-07,6,,,,,,,,,,,true,,Very Low,2026-03-03,"54 Lithgow St # 2, Dorchester, MA 02124",42.290283027348,-71.068964346439
P-250728,St John School,Archdiocese of Boston Schools,9 Moon Street,,Boston,02113,(617) 227-3143,Metro Boston,Region 6,Private School,Funded,,Current,,2022-06-23,79,,,,,79,,,,,,true,,High,2026-03-03,"9 Moon Street, Boston, MA 02113",42.364086227907,-71.0527032726
P-250918,"Echeverry Laverde, Julieta",,48 Putnam Street #1,,East Boston,02128,(617) 519-6654,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2020-11-06,10,,,,,,,,,,,true,,Very Low,2026-03-03,"48 Putnam Street #1, East Boston, MA 02128",42.380974203682,-71.033339500257
P-252621,Above & Beyond SACC @ Hansborough Street,Brookview House,35 Hansborough Street,,Dorchester,02124,(617) 265-2965,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2021-06-28,30,,,,,,,,,30,,true,,Very Low,2026-03-03,"35 Hansborough Street, Dorchester, MA 02124",42.288107531058,-71.09114673447
P-252725,Boston's Bridge to Excellence @ Blackstone Elementary School,Boston's Bridge to Excellence Inc.,380 Shawmut Avenue,,Boston,02118,(857) 212-6238,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2021-10-06,72,,,,,20,,,,52,,true,,Low,2026-03-03,"380 Shawmut Avenue, Boston, MA 02118",42.341202455857,-71.072083648901
P-253439,"Owens, Latara",,6 Delford Street,,Roslindale,02131,(617) 390-0809,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-08-12,10,,,,,,,,,,,true,,Very Low,2026-03-03,"6 Delford Street, Roslindale, MA 02131",42.292301595392,-71.120770669546
P-253444,"Brown, Dawne",,18 Prescott Street,,Hyde Park,02136,(617) 308-7476,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-05-07,10,,,,,,,,,,,true,,Low,2026-03-03,"18 Prescott Street, Hyde Park, MA 02136",42.236491939711,-71.133101828974
P-253475,Kiddies Corner,Kiddies Corner,858 Morton Street,,Mattapan,02126,(617) 514-3581,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2023-11-03,21,5,7,,,,9,,,,,true,,Very Low,2026-03-03,"858 Morton Street, Mattapan, MA 02126",42.281207881076,-71.085878981401
P-253690,Blooming Stars Education Center,Blooming Stars Education Center,470 Washington Street,,Brighton,02135,(857) 540-1392,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2021-08-26,62,7,,16,9,30,,,,,,false,,Moderate,2026-03-03,"470 Washington Street, Brighton, MA 02135",42.348854111022,-71.159228199631
P-253703,YMCA of Greater Boston at the Charlesview Community Center,YMCA of Greater Boston,123 Antwerp Street,,Allston,02134,(857) 205-5632,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2020-09-21,62,,,,,,,10,,52,,true,,Low,2026-03-03,"123 Antwerp Street, Allston, MA 02134",42.361949708486,-71.138502684745
P-253704,YMCA of Greater Boston @ Huntington Ave.,YMCA of Greater Boston,316 Huntington Ave,,Boston,02115,(781) 223-4367,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2020-09-21,62,,,,,,10,,,52,,true,,Very Low,2026-03-03,"316 Huntington Ave, Boston, MA 02115",42.340476171927,-71.088264148275
P-253717,"Rose, Pamela",,19 Elm Hill Park,,Boston,02121,(845) 641-1153,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-06-11,10,,,,,,,,,,,true,,Very Low,2026-03-03,"19 Elm Hill Park, Boston, MA 02121",42.312942220805,-71.082811431161
P-254101,"Marte, Belgica",,9 Harvard Park #2,,Dorchester,02124,(857) 310-9377,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-06-14,10,,,,,,,,,,,true,,Very Low,2026-03-03,"9 Harvard Park #2, Dorchester, MA 02124",42.298972773294,-71.074646607544
P-254153,"Cook, Frankie",,110 Selden Street #2,,Dorchester,02124,(617) 849-1849,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-06-16,6,,,,,,,,,,,true,,Very Low,2026-03-03,"110 Selden Street #2, Dorchester, MA 02124",42.280712760696,-71.080939205244
P-254253,"Bell, Dontica",,3 Greenheys Street,,Dorchester,02121,(404) 492-2902,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2023-01-20,10,,,,,,,,,,,true,,Very Low,2026-03-03,"3 Greenheys Street, Dorchester, MA 02121",42.311746199732,-71.075255456592
P-254265,Horizons,Horizons for Homeless Children,1785 Columbus Ave,,Roxbury,02119,(617) 553-5439,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2021-04-20,298,21,72,,45,160,,,,,,true,,Very Low,2026-03-03,"1785 Columbus Ave, Roxbury, MA 02119",42.320072932922,-71.098499708874
P-254292,Discover Me School House,Discover Me School House,2070 Centre Street,,West Roxbury,02132,(617) 712-1109,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2021-06-25,20,7,,4,9,,,,,,,true,,High,2026-03-03,"2070 Centre Street, West Roxbury, MA 02132",42.279679570271,-71.158676690045
P-254418,Nazzaro Center Youth Program,Nazzaro Center Youth Program,30 North Bennet Street,,Boston,02113,(617) 635-5166,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2023-09-20,26,,,,,,,,,26,,false,,High,2026-03-03,"30 North Bennet Street, Boston, MA 02113",42.365388701829,-71.054414226491
P-254497,"Sinelien, Shela",,11 Delford Street,,Roslindale,02131,(857) 991-6849,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-04-23,10,,,,,,,,,,,true,,Very Low,2026-03-03,"11 Delford Street, Roslindale, MA 02131",42.292341574721,-71.120926220813
P-254546,OLPH Mission Grammar 1,Archdiocese of Boston Schools,1545 Tremont St,,Roxbury,02120,(617) 442-2660,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2022-09-12,84,7,9,9,9,50,,,,,,true,,Very Low,2026-03-03,"1545 Tremont St, Roxbury, MA 02120",42.332722510311,-71.100511713562
P-254588,"Figuereo, Vilma",,279 Rosindale Ave,,Roslindale,02131,(857) 203-2297,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-10-25,10,,,,,,,,,,,true,,High,2026-03-03,"279 Rosindale Ave, Roslindale, MA 02131",42.279013458947,-71.140700845207
P-254652,"Marshall, Keisha",,15 Hollingsworth Street #2,,Mattapan,02126,(857) 287-8313,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-07-07,8,,,,,,,,,,,true,,Very Low,2026-03-03,"15 Hollingsworth Street #2, Mattapan, MA 02126",42.269382258621,-71.097842458447
P-254695,"Miranda, Cindy M",,751 Washington Street #4,,Dorchester,02124,(857) 261-8071,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-10-22,6,,,,,,,,,,,true,,Very Low,2026-03-03,"751 Washington Street #4, Dorchester, MA 02124",42.285239860191,-71.07129796228
P-254698,"Rodriguez, Yajaira",,5 Woodward Park Street Apt 1,,Dorchester,02125,(617) 312-1502,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-11-18,6,,,,,,,,,,,true,,Very Low,2026-03-03,"5 Woodward Park Street Apt 1, Dorchester, MA 02125",42.318369428667,-71.072126598111
P-255019,Sportsmen's Tennis & Enrichment Center,Sportsmen's Tennis & Enrichment Center,950 Blue Hill Ave,,Dorchester,02124,(617) 288-9092,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2022-05-12,52,,,,,,,,,52,,true,,Very Low,2026-03-03,"950 Blue Hill Ave, Dorchester, MA 02124",42.29117564241,-71.088975660949
P-255131,"Kornbluth, Aviva",,70 Beechcroft St,,Brighton,02135,(513) 470-4914,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-11-04,6,,,,,,,,,,,true,,Moderate,2026-03-03,"70 Beechcroft St, Brighton, MA 02135",42.351130644578,-71.161248571589
P-255217,"Exil, Doriane",,45 Monadnock Street,,Dorchester,02125,(617) 820-3559,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-08-05,10,,,,,,,,,,,true,,Very Low,2026-03-03,"45 Monadnock Street, Dorchester, MA 02125",42.316553270628,-71.068698348085
P-255263,BBTE @ Holmes Innovation School,Boston's Bridge to Excellence Inc.,40 School Street,,Dorchester,02124,(857) 212-6238,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2021-12-14,46,,,,,20,,,,26,,true,,Very Low,2026-03-03,"40 School Street, Dorchester, MA 02124",42.296806869213,-71.075326401908
P-255264,KCE-Champions LLC @ St Theresa of Avila,"KinderCare Education, LLC",40 St Theresa Ave,,West Roxbury,02132,(508) 530-1928,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2021-06-14,39,,,,,,,,,39,,true,,High,2026-03-03,"40 St Theresa Ave, West Roxbury, MA 02132",42.277798775103,-71.157913508173
P-255314,"Rodriguez Del Carmen, Yurbi",,4811 Washington St Apt 1,,West Roxbury,02132,(857) 251-4876,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-04-29,10,,,,,,,,,,,true,,High,2026-03-03,"4811 Washington St Apt 1, West Roxbury, MA 02132",42.271676019384,-71.145473442709
P-255332,"Lucas Espinoza, Lourdes",,45 Newcroft Cir,,Mattapan,02126,(857) 991-8240,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2022-11-21,6,,,,,,,,,,,true,,Very Low,2026-03-03,"45 Newcroft Cir, Mattapan, MA 02126",42.27197406602,-71.08441028453
P-255353,"Pena, Elena",,118 Belnel Road,,Hyde Park,02136,(857) 230-6520,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-08-24,10,,,,,,,,,,,true,,Low,2026-03-03,"118 Belnel Road, Hyde Park, MA 02136",42.260529875649,-71.103436356508
P-255383,MGH Backup Child Care Center,"Bright Horizons Childrenâs Centers, LLC",55 Fruit Street,Warren Lobby Suite 130,Boston,02124,(617) 724-8414,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2021-07-19,39,,9,,,10,20,,,,,false,,Very High,2026-03-03,"55 Fruit Street, Boston, MA 02124",42.362486002768,-71.069834275504
P-255385,MGH Childrenâs Center,"Bright Horizons Childrenâs Centers, LLC",3 13th Street,Captains Quarters,Charlestown,02129,(617) 724-9750,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2021-07-19,63,14,,27,,22,,,,,,true,,Moderate,2026-03-03,"3 13th Street, Charlestown, MA 02129",42.377659206264,-71.05159882625
P-255389,The Childrenâs Quarters,"Bright Horizons Childrenâs Centers, LLC",36 First Avenue,Charlestown Navy Yard,Charlestown,02129,(617) 726-6010,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2021-07-19,36,7,9,,,20,,,,,,true,,Moderate,2026-03-03,"36 First Avenue, Charlestown, MA 02129",42.374989581946,-71.054206816753
P-255406,Ellis Early Learning,"Ellis Memorial and Eldredge House, Inc.",555 Amory Street,,Jamaica Plain,02130,(857) 719-0401,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2021-09-21,59,14,9,8,9,19,,,,,,true,,Low,2026-03-03,"555 Amory Street, Jamaica Plain, MA 02130",42.308409148305,-71.108491714657
P-255632,"Roxbury Roots Montessori, Inc",Roxbury Roots Montessori Inc,2565 Washington Street,,Roxbury,02119,(857) 302-9557,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2021-10-21,24,,,,,19,,5,,,,true,,Low,2026-03-03,"2565 Washington Street, Roxbury, MA 02119",42.326253581579,-71.087746023486
P-255887,"German, Erika",,51 Oldfields Rd,,Dorchester,02121,(857) 212-0890,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-11-02,10,,,,,,,,,,,true,,Very Low,2026-03-03,"51 Oldfields Rd, Dorchester, MA 02121",42.307032773903,-71.078229340652
P-255893,"Calderon Guerrero, Cesarina",,180 Winthrop St #1,,Roxbury,02119,(857) 316-8416,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-11-10,10,,,,,,,,,,,true,,Very Low,2026-03-03,"180 Winthrop St #1, Roxbury, MA 02119",42.322540228793,-71.074536740168
P-255921,"Carvajal, Angela",,124 Homestead St. #1R,,Dorchester,02124,(617) 987-7271,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-02-24,6,,,,,,,,,,,true,,Very Low,2026-03-03,"124 Homestead St. #1R, Dorchester, MA 02124",42.311446452529,-71.08928275178
P-255986,"Lopes da Costa, Sandra",,213 Havre Street,,East Boston,02128,(857) 326-3151,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-04-06,6,,,,,,,,,,,false,,Very Low,2026-03-03,"213 Havre Street, East Boston, MA 02128",42.374863694452,-71.035863560418
P-256004,"de Lima Leite, Solange",,369 Border Street Apt #2,,East Boston,02128,(857) 287-8199,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-02-24,6,,,,,,,,,,,false,,Very Low,2026-03-03,"369 Border Street Apt #2, East Boston, MA 02128",42.379802354162,-71.040052369809
P-256038,Little Voices Early Care and Education @ Kipp Academy,"Little Voices Early and Education, Inc",37 Babson Street,,Mattapan,02126,(617) 953-8029,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2022-01-10,103,3,5,,9,,,,,86,,true,,Very Low,2026-03-03,"37 Babson Street, Mattapan, MA 02126",42.27530967385,-71.09238634993
P-256047,"Cruz, Jianna",,150 D St. Apt 5039,,South Boston,02127,(857) 250-1575,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-07-17,6,,,,,,,,,,,true,,Very Low,2026-03-03,"150 D St. Apt 5039, South Boston, MA 02127",42.336419581433,-71.053771113746
P-256094,"Ferreira Dias Oliveira, Gleicione",,210 Maverick Street #2,,East Boston,02128,(857) 544-3801,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-10-08,8,,,,,,,,,,,false,,Low,2026-03-03,"210 Maverick Street #2, East Boston, MA 02128",42.368858556752,-71.035855806344
P-256106,YMCA of Greater Boston @ Conservatory Lab - Upper,YMCA of Greater Boston,395 Columbia Road,,Dorchester,02127,(781) 223-4367,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2022-07-18,52,,,,,,,,,52,,true,,Very Low,2026-03-03,"395 Columbia Road, Dorchester, MA 02127",42.311147520962,-71.070125118922
P-256210,"Diaz, Nurby",,19 Austin Street #2,,Hyde Park,02136,(857) 318-8780,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2021-11-29,8,,,,,,,,,,,true,,Low,2026-03-03,"19 Austin Street #2, Hyde Park, MA 02136",42.257969607166,-71.126146334069
P-256350,"Joseph, Rose",,19 Dietz Rd,,Hyde Park,02136,(617) 487-1786,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-01-13,8,,,,,,,,,,,true,,Low,2026-03-03,"19 Dietz Rd, Hyde Park, MA 02136",42.252340407048,-71.141666641157
P-256375,"De La Rosa Lugo, Marleny",,55 Woodhaven St,,Mattapan,02126,(857) 318-5989,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-02-16,10,,,,,,,,,,,true,,Very Low,2026-03-03,"55 Woodhaven St, Mattapan, MA 02126",42.272490157854,-71.096262014645
P-256421,"Vargas, Amelia M",,48 Hazelton St # 2,,Boston,02126,(857) 361-8923,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-08-19,6,,,,,,,,,,,true,,Moderate,2026-03-03,"48 Hazelton St # 2, Boston, MA 02126",42.279657044583,-71.09525632608
